OrderID,Timestamp,ProductID,ProductName,Category,Quantity,GrossValue,DiscountValue,CostOfGoodsSold,CustomerID,City,LocationID,Channel,OrderStatus
ORD050,2025-05-26 08:25:21,P4375,Vitamins Product 4375,Vitamins,4,431.12,64.57,212.64,C11014,Riyadh,E004,Web,Completed
ORD051,2025-04-23 09:05:51,P4009,Wellness Product 4009,Wellness,3,420.21,0.0,226.04999999999998,C7845,Dammam,E009,Retail,Completed
ORD052,2025-08-02 22:24:00,P424,First Aid Product 424,First Aid,1,135.15,0.0,66.23,C12031,Jeddah,E018,Mobile,Completed
ORD053,2025-03-31 04:00:14,P788,Personal Care Product 788,Personal Care,1,113.15,0.0,64.83,C14336,Riyadh,E002,Web,Returned
ORD054,2025-01-05 19:14:07,P1231,Wellness Product 1231,Wellness,5,936.3,0.0,552.4,C8407,Jeddah,E021,Mobile,Completed
ORD055,2025-08-24 20:07:26,P1455,Skincare Product 1455,Skincare,5,661.5,0.0,340.3,C13692,Jeddah,E034,Retail,Completed
ORD056,2024-09-16 22:21:12,P1184,Vitamins Product 1184,Vitamins,2,263.02,7.33,147.7,C1470,Jeddah,E027,Web,Completed
ORD057,2024-10-20 19:19:47,P2055,Wellness Product 2055,Wellness,1,68.32,0.0,27.61,C7893,Dammam,E022,Retail,Completed
ORD058,2025-05-18 20:08:14,P1376,Wellness Product 1376,Wellness,4,360.4,22.09,169.92,C668,Dammam,E044,Web,Completed
ORD059,2025-02-11 19:31:48,P4439,Vitamins Product 4439,Vitamins,4,719.72,0.0,312.68,C8107,Riyadh,E018,Mobile,Completed
ORD060,2025-06-05 21:05:28,P1704,Supplements Product 1704,Supplements,4,717.56,0.0,310.56,C10778,Jeddah,E018,Retail,Completed
ORD061,2025-06-29 05:01:15,P2992,Wellness Product 2992,Wellness,5,445.2,0.0,262.95000000000005,C8126,Jeddah,E007,Web,Completed
ORD062,2024-11-20 08:46:01,P853,Supplements Product 853,Supplements,3,129.24,0.0,61.349999999999994,C4671,Jeddah,E014,Web,Completed
ORD063,2025-03-04 18:03:25,P039,Personal Care Product 39,Personal Care,5,179.0,6.05,90.39999999999999,C5468,Jeddah,E042,Retail,Completed
ORD064,2024-12-07 04:27:26,P473,Wellness Product 473,Wellness,4,481.32,95.73,258.2,C12695,Riyadh,E020,Web,Completed
ORD065,2025-02-05 10:57:58,P3927,Pain Relief Product 3927,Pain Relief,5,941.5,0.0,564.25,C10017,Riyadh,E013,Mobile,Completed
ORD066,2025-05-19 07:57:22,P2348,Supplements Product 2348,Supplements,2,132.78,0.0,76.62,C273,Jeddah,E010,Mobile,Completed
ORD067,2024-09-17 20:52:58,P2569,Medical Devices Product 2569,Medical Devices,2,147.94,0.0,80.76,C1707,Jeddah,E044,Mobile,Completed
ORD068,2025-04-20 14:36:20,P081,Pain Relief Product 81,Pain Relief,4,159.56,0.0,88.56,C14555,Jeddah,E033,Retail,Completed
ORD069,2024-11-18 18:30:42,P3161,Vitamins Product 3161,Vitamins,5,854.3,0.0,421.95,C1497,Jeddah,E039,Web,Completed
ORD070,2025-05-27 10:45:12,P3148,Personal Care Product 3148,Personal Care,1,103.15,0.0,44.73,C14814,Riyadh,E034,Web,Completed
ORD071,2025-06-14 06:37:13,P539,First Aid Product 539,First Aid,4,67.0,8.27,32.96,C10085,Riyadh,E027,Mobile,Completed
ORD072,2025-08-30 10:51:30,P2798,Wellness Product 2798,Wellness,4,196.84,0.0,98.44,C14592,Jeddah,E023,Web,Completed
ORD073,2024-10-21 14:07:58,P1621,Medical Devices Product 1621,Medical Devices,5,72.05,3.41,40.5,C9842,Riyadh,E026,Web,Completed
ORD074,2025-02-06 08:44:03,P2094,Wellness Product 2094,Wellness,5,830.75,0.0,357.95000000000005,C9137,Dammam,E041,Mobile,Completed
ORD075,2025-04-14 10:56:23,P3087,First Aid Product 3087,First Aid,2,311.78,0.0,175.98,C3819,Dammam,E039,Web,Completed
ORD076,2025-04-04 21:53:12,P819,Wellness Product 819,Wellness,1,86.83,0.0,44.24,C5672,Jeddah,E029,Web,Completed
ORD077,2025-06-29 20:03:37,P4066,Personal Care Product 4066,Personal Care,3,428.01,0.0,189.57,C472,Riyadh,E015,Mobile,Completed
ORD078,2024-11-13 12:04:40,P2765,Wellness Product 2765,Wellness,4,699.44,0.0,348.12,C5586,Riyadh,E030,Web,Completed
ORD079,2025-01-10 18:49:15,P294,Medical Devices Product 294,Medical Devices,4,724.2,0.0,427.68,C1061,Jeddah,E025,Mobile,Returned
ORD080,2025-01-06 19:27:07,P1943,Vitamins Product 1943,Vitamins,2,270.58,49.76,114.96,C7254,Dammam,E028,Mobile,Completed
ORD081,2025-03-23 09:01:50,P1877,Pain Relief Product 1877,Pain Relief,2,90.64,0.42,46.14,C8507,Riyadh,E036,Web,Completed
ORD082,2025-03-18 17:28:03,P2426,Vitamins Product 2426,Vitamins,2,312.94,30.58,143.8,C7609,Jeddah,E014,Web,Completed
ORD083,2025-07-22 09:32:51,P3164,Pain Relief Product 3164,Pain Relief,4,445.4,85.91,235.28,C8325,Jeddah,E042,Web,Completed
ORD084,2024-11-10 12:03:42,P1418,Wellness Product 1418,Wellness,3,227.97,0.0,92.73,C12837,Jeddah,E040,Web,Completed
ORD085,2024-11-13 03:46:28,P486,Personal Care Product 486,Personal Care,5,608.45,9.91,275.65000000000003,C13442,Dammam,E042,Retail,Completed
ORD086,2025-02-20 08:47:01,P2001,Personal Care Product 2001,Personal Care,4,91.32,16.76,53.68,C12562,Jeddah,E037,Mobile,Completed
ORD087,2024-12-29 18:02:22,P972,Personal Care Product 972,Personal Care,1,78.79,9.74,31.88,C5428,Dammam,E042,Mobile,Completed
ORD088,2025-04-10 13:22:19,P737,Wellness Product 737,Wellness,4,486.64,0.0,284.96,C112,Jeddah,E007,Web,Completed
ORD089,2025-05-21 16:55:24,P3571,Pain Relief Product 3571,Pain Relief,1,26.54,0.0,12.61,C3301,Jeddah,E041,Web,Completed
ORD090,2025-04-08 14:48:58,P288,Wellness Product 288,Wellness,2,354.4,0.0,169.68,C13727,Dammam,E014,Web,Completed
ORD091,2025-07-11 06:12:29,P2368,Supplements Product 2368,Supplements,5,827.25,165.13,406.5,C11246,Jeddah,E050,Web,Completed
ORD092,2025-01-17 15:29:14,P4612,First Aid Product 4612,First Aid,2,177.56,0.0,104.22,C14631,Dammam,E037,Mobile,Completed
ORD093,2025-01-07 16:18:38,P1248,Vitamins Product 1248,Vitamins,3,140.28,0.0,81.69,C10400,Riyadh,E038,Web,Completed
ORD094,2024-11-26 06:32:27,P3341,Pain Relief Product 3341,Pain Relief,4,133.12,0.0,76.48,C13561,Jeddah,E025,Web,Completed
ORD095,2025-07-25 23:15:49,P4313,Vitamins Product 4313,Vitamins,5,941.25,0.0,497.04999999999995,C4993,Dammam,E034,Web,Completed
ORD096,2025-05-05 02:14:15,P4078,First Aid Product 4078,First Aid,1,19.36,0.98,9.27,C12401,Jeddah,E042,Retail,Completed
ORD097,2025-04-20 12:38:31,P1175,Vitamins Product 1175,Vitamins,1,175.15,0.0,78.27,C725,Riyadh,E032,Web,Completed
ORD098,2025-01-30 23:03:39,P1899,Pain Relief Product 1899,Pain Relief,3,310.68,0.0,140.60999999999999,C14580,Jeddah,E018,Retail,Completed
ORD099,2024-12-08 20:25:24,P927,Medical Devices Product 927,Medical Devices,1,151.0,22.57,87.11,C14633,Riyadh,E021,Web,Completed
ORD100,2025-03-02 07:37:02,P909,Personal Care Product 909,Personal Care,2,381.18,0.0,170.88,C10402,Riyadh,E049,Web,Completed
ORD101,2025-01-17 12:37:19,P291,Skincare Product 291,Skincare,5,980.85,167.67,400.90000000000003,C14397,Jeddah,E008,Web,Completed
ORD102,2025-04-08 11:35:13,P4090,Supplements Product 4090,Supplements,3,547.71,0.0,225.99,C12713,Jeddah,E041,Mobile,Completed
ORD103,2025-02-19 13:10:51,P224,Skincare Product 224,Skincare,4,230.72,0.0,133.52,C6616,Riyadh,E026,Mobile,Completed
ORD104,2024-12-24 03:54:38,P4870,Supplements Product 4870,Supplements,5,125.95,0.0,72.05,C13194,Dammam,E046,Web,Completed
ORD105,2025-01-08 03:37:14,P2220,Supplements Product 2220,Supplements,1,128.78,0.0,51.96,C11532,Riyadh,E033,Web,Completed
ORD106,2024-10-24 23:13:42,P1619,Pain Relief Product 1619,Pain Relief,5,614.25,0.0,284.65,C4460,Jeddah,E029,Mobile,Completed
ORD107,2025-04-11 05:41:55,P2757,Pain Relief Product 2757,Pain Relief,5,610.2,0.0,330.7,C8873,Jeddah,E021,Web,Completed
ORD108,2024-09-03 20:08:38,P4665,Vitamins Product 4665,Vitamins,5,260.85,0.0,140.7,C1833,Riyadh,E032,Mobile,Completed
ORD109,2024-10-03 13:48:25,P645,First Aid Product 645,First Aid,4,541.64,0.0,264.8,C4319,Jeddah,E026,Web,Completed
ORD110,2024-11-12 05:35:55,P2713,Pain Relief Product 2713,Pain Relief,3,548.04,33.73,322.65,C13422,Riyadh,E046,Mobile,Completed
ORD111,2024-11-05 03:06:29,P252,Personal Care Product 252,Personal Care,3,75.3,0.0,37.11,C2010,Dammam,E012,Web,Completed
ORD112,2025-06-02 02:37:02,P1308,Vitamins Product 1308,Vitamins,3,100.98,7.03,42.269999999999996,C2828,Jeddah,E013,Web,Completed
ORD113,2025-08-28 05:38:56,P4045,First Aid Product 4045,First Aid,1,124.66,0.0,55.67,C4118,Riyadh,E022,Web,Completed
ORD114,2025-03-24 18:25:37,P4086,Vitamins Product 4086,Vitamins,4,319.4,0.0,143.96,C14445,Jeddah,E027,Mobile,Completed
ORD115,2025-03-26 08:13:49,P2004,First Aid Product 2004,First Aid,4,341.12,47.04,179.32,C6239,Dammam,E003,Web,Completed
ORD116,2025-06-21 15:35:07,P4490,Personal Care Product 4490,Personal Care,1,85.37,0.0,36.91,C5534,Dammam,E015,Web,Completed
ORD117,2025-05-17 10:06:41,P1775,Wellness Product 1775,Wellness,3,453.39,0.0,249.81,C758,Riyadh,E039,Web,Completed
ORD118,2025-07-22 10:43:11,P579,Wellness Product 579,Wellness,3,61.5,0.0,35.82,C12015,Jeddah,E001,Web,Completed
ORD119,2024-11-27 00:34:59,P1340,Medical Devices Product 1340,Medical Devices,4,63.04,5.51,33.76,C14631,Dammam,E039,Web,Completed
ORD120,2024-09-16 16:33:23,P1166,Vitamins Product 1166,Vitamins,3,145.26,0.0,67.23,C14993,Riyadh,E030,Web,Completed
ORD121,2025-07-17 19:21:57,P1163,Vitamins Product 1163,Vitamins,1,49.24,8.4,25.96,C11845,Jeddah,E018,Mobile,Completed
ORD122,2024-12-19 00:50:02,P1007,Wellness Product 1007,Wellness,5,786.0,38.67,387.65,C11815,Riyadh,E004,Mobile,Completed
ORD123,2025-08-30 18:18:25,P479,Supplements Product 479,Supplements,4,157.96,4.43,69.92,C14647,Dammam,E036,Web,Completed
ORD124,2025-05-04 13:11:48,P4485,Personal Care Product 4485,Personal Care,1,99.71,0.0,42.75,C10682,Riyadh,E050,Web,Completed
ORD125,2025-05-25 07:07:42,P2684,Personal Care Product 2684,Personal Care,3,588.96,0.0,264.57,C1751,Jeddah,E015,Web,Returned
ORD126,2024-10-06 03:21:09,P4249,Supplements Product 4249,Supplements,1,67.95,9.59,27.85,C601,Jeddah,E047,Web,Completed
ORD127,2025-04-04 00:19:01,P527,Supplements Product 527,Supplements,2,173.66,0.0,85.4,C12362,Dammam,E021,Web,Completed
ORD128,2025-08-25 09:16:06,P1359,Personal Care Product 1359,Personal Care,1,105.2,0.0,60.58,C991,Riyadh,E024,Web,Completed
ORD129,2025-06-05 18:51:09,P782,Pain Relief Product 782,Pain Relief,5,414.05,0.0,233.25,C10149,Riyadh,E037,Mobile,Completed
ORD130,2025-08-20 22:01:29,P3525,Personal Care Product 3525,Personal Care,3,81.96,0.0,46.589999999999996,C9585,Jeddah,E035,Web,Completed
ORD131,2025-03-03 10:16:02,P4771,Supplements Product 4771,Supplements,1,170.47,0.0,92.75,C1769,Jeddah,E040,Web,Returned
ORD132,2025-04-30 06:39:49,P1487,Pain Relief Product 1487,Pain Relief,1,64.5,0.0,35.5,C6692,Riyadh,E028,Retail,Completed
ORD133,2025-08-26 23:46:03,P1979,First Aid Product 1979,First Aid,1,18.3,0.0,9.33,C12648,Dammam,E048,Mobile,Completed
ORD134,2025-05-24 23:40:42,P2066,First Aid Product 2066,First Aid,4,694.12,138.6,342.32,C14875,Riyadh,E038,Web,Completed
ORD135,2025-07-15 01:52:36,P2936,Personal Care Product 2936,Personal Care,4,403.04,0.0,174.76,C10714,Riyadh,E047,Web,Completed
ORD136,2024-11-28 22:36:58,P4706,Pain Relief Product 4706,Pain Relief,2,314.3,14.67,184.4,C3666,Jeddah,E007,Mobile,Completed
ORD137,2025-06-30 09:33:25,P1947,Medical Devices Product 1947,Medical Devices,4,374.68,0.0,209.0,C1417,Dammam,E005,Web,Completed
ORD138,2025-06-07 10:19:09,P2465,First Aid Product 2465,First Aid,4,117.04,0.0,57.32,C3530,Riyadh,E022,Mobile,Completed
ORD139,2025-01-12 09:34:53,P368,First Aid Product 368,First Aid,4,91.76,0.0,46.08,C8735,Jeddah,E016,Web,Completed
ORD140,2025-01-17 10:49:00,P2544,Pain Relief Product 2544,Pain Relief,3,382.53,0.0,220.07999999999998,C12100,Jeddah,E012,Web,Completed
ORD141,2024-11-15 07:15:48,P4957,Skincare Product 4957,Skincare,5,57.6,0.0,24.0,C127,Dammam,E015,Web,Completed
ORD142,2025-05-29 21:38:47,P1895,Pain Relief Product 1895,Pain Relief,3,266.19,0.0,146.16,C8522,Jeddah,E038,Mobile,Completed
ORD143,2025-04-14 13:32:20,P3088,Personal Care Product 3088,Personal Care,4,402.16,10.16,187.76,C13201,Jeddah,E016,Mobile,Completed
ORD144,2024-11-07 12:31:33,P1315,Wellness Product 1315,Wellness,5,98.75,0.0,41.1,C4596,Jeddah,E015,Web,Completed
ORD145,2025-06-01 01:14:06,P2753,Medical Devices Product 2753,Medical Devices,4,119.4,4.48,60.84,C12973,Dammam,E035,Web,Completed
ORD146,2025-08-26 15:37:36,P4067,First Aid Product 4067,First Aid,3,102.54,0.0,46.589999999999996,C13609,Riyadh,E033,Retail,Completed
ORD147,2024-12-04 22:46:54,P447,Supplements Product 447,Supplements,4,277.44,49.77,132.6,C7814,Dammam,E012,Retail,Completed
ORD148,2025-08-01 04:00:41,P2531,Skincare Product 2531,Skincare,5,731.5,0.0,400.05,C13696,Dammam,E016,Mobile,Completed
ORD149,2025-03-31 22:15:50,P4229,Supplements Product 4229,Supplements,5,785.15,129.84,389.0,C1976,Jeddah,E005,Mobile,Completed
ORD150,2025-06-15 09:16:41,P058,Medical Devices Product 58,Medical Devices,1,124.56,0.0,58.85,C11356,Dammam,E034,Web,Completed
ORD151,2024-12-22 07:38:40,P464,Supplements Product 464,Supplements,4,152.48,0.0,80.24,C13573,Dammam,E026,Web,Completed
ORD152,2024-10-24 01:30:23,P4395,Personal Care Product 4395,Personal Care,1,33.53,0.0,18.36,C8376,Jeddah,E042,Web,Completed
ORD153,2025-08-04 09:34:39,P3082,Personal Care Product 3082,Personal Care,4,546.92,34.14,246.44,C12458,Jeddah,E007,Web,Completed
ORD154,2024-11-18 20:25:24,P4347,Personal Care Product 4347,Personal Care,1,30.36,0.0,17.19,C12181,Jeddah,E027,Mobile,Completed
ORD155,2024-11-20 22:51:22,P2581,Medical Devices Product 2581,Medical Devices,4,119.8,0.0,60.72,C8131,Riyadh,E022,Mobile,Completed
ORD156,2025-05-14 02:02:34,P3791,Supplements Product 3791,Supplements,1,67.85,0.0,31.6,C4015,Jeddah,E014,Mobile,Completed
ORD157,2024-10-23 09:49:29,P4662,Personal Care Product 4662,Personal Care,5,470.35,0.0,201.70000000000002,C10897,Dammam,E016,Web,Completed
ORD158,2025-03-27 03:00:30,P1596,Skincare Product 1596,Skincare,5,419.15,0.0,188.1,C12886,Jeddah,E007,Mobile,Completed
ORD159,2025-07-03 12:25:31,P4486,Supplements Product 4486,Supplements,2,379.78,45.04,197.34,C2331,Jeddah,E008,Web,Completed
ORD160,2024-10-19 05:02:46,P4217,Skincare Product 4217,Skincare,1,79.09,0.0,45.12,C6677,Jeddah,E015,Mobile,Completed
ORD161,2025-05-12 11:41:25,P4318,Skincare Product 4318,Skincare,5,200.45,0.11,119.94999999999999,C8265,Dammam,E028,Mobile,Completed
ORD162,2025-03-19 20:12:05,P2287,Supplements Product 2287,Supplements,3,585.36,0.0,274.44,C11933,Jeddah,E025,Web,Completed
ORD163,2024-10-20 23:27:41,P3890,Supplements Product 3890,Supplements,4,270.28,0.0,141.36,C5800,Jeddah,E031,Web,Completed
ORD164,2025-03-03 11:53:15,P1740,Medical Devices Product 1740,Medical Devices,5,872.8,0.0,412.25,C10154,Riyadh,E004,Web,Completed
ORD165,2025-05-01 15:21:04,P2911,Personal Care Product 2911,Personal Care,1,19.0,0.0,10.35,C2638,Dammam,E040,Retail,Completed
ORD166,2025-04-22 17:27:19,P604,Wellness Product 604,Wellness,5,556.95,0.0,325.90000000000003,C11319,Jeddah,E035,Mobile,Completed
ORD167,2024-10-14 17:41:18,P1662,Pain Relief Product 1662,Pain Relief,2,290.58,0.0,173.94,C10984,Dammam,E050,Web,Completed
ORD168,2025-03-16 11:56:26,P370,Medical Devices Product 370,Medical Devices,3,71.7,0.0,33.089999999999996,C3239,Jeddah,E009,Web,Completed
ORD169,2025-05-22 05:18:09,P857,Pain Relief Product 857,Pain Relief,5,525.5,0.0,274.95,C10488,Dammam,E032,Web,Completed
ORD170,2024-12-10 01:28:48,P3245,Pain Relief Product 3245,Pain Relief,4,269.2,0.0,130.88,C5437,Dammam,E012,Web,Completed
ORD171,2025-08-07 17:46:51,P4344,Supplements Product 4344,Supplements,4,220.32,0.0,91.32,C12846,Jeddah,E006,Retail,Completed
ORD172,2025-02-26 03:05:50,P1267,Medical Devices Product 1267,Medical Devices,5,614.65,0.0,307.2,C13518,Dammam,E032,Retail,Completed
ORD173,2025-04-30 20:22:57,P3074,Personal Care Product 3074,Personal Care,4,764.72,0.0,372.68,C6852,Riyadh,E030,Mobile,Completed
ORD174,2025-06-23 09:29:08,P4744,Vitamins Product 4744,Vitamins,1,46.85,0.0,23.95,C9274,Dammam,E033,Mobile,Completed
ORD175,2025-03-17 11:06:04,P4195,Wellness Product 4195,Wellness,5,559.5,0.0,280.9,C646,Jeddah,E043,Mobile,Completed
ORD176,2025-05-09 03:38:38,P2542,Skincare Product 2542,Skincare,2,214.86,0.0,101.64,C14151,Jeddah,E014,Web,Completed
ORD177,2025-01-03 01:17:59,P3852,Supplements Product 3852,Supplements,1,131.84,0.0,59.4,C8090,Jeddah,E022,Web,Completed
ORD178,2024-10-30 09:04:40,P3761,Pain Relief Product 3761,Pain Relief,2,141.58,17.35,68.8,C2076,Dammam,E040,Web,Completed
ORD179,2024-12-12 20:17:14,P609,Pain Relief Product 609,Pain Relief,2,356.18,17.87,144.2,C13784,Jeddah,E034,Web,Completed
ORD180,2025-05-03 20:02:04,P3000,Supplements Product 3000,Supplements,2,376.62,1.87,194.36,C382,Riyadh,E005,Web,Completed
ORD181,2025-07-29 02:46:57,P158,Wellness Product 158,Wellness,3,416.22,11.67,227.85000000000002,C8149,Dammam,E042,Mobile,Completed
ORD182,2025-03-05 17:03:30,P858,Personal Care Product 858,Personal Care,3,372.9,0.0,181.41,C4955,Dammam,E031,Mobile,Completed
ORD183,2025-05-06 10:57:01,P3544,First Aid Product 3544,First Aid,2,357.62,23.19,160.02,C394,Dammam,E015,Web,Completed
ORD184,2024-12-26 15:33:37,P4984,Wellness Product 4984,Wellness,2,160.68,0.0,88.84,C13465,Dammam,E012,Web,Completed
ORD185,2025-02-02 13:05:32,P2735,Medical Devices Product 2735,Medical Devices,2,187.5,19.11,103.18,C8328,Riyadh,E012,Mobile,Completed
ORD186,2025-04-02 14:49:16,P4288,Pain Relief Product 4288,Pain Relief,1,75.51,0.0,43.54,C3715,Dammam,E002,Mobile,Completed
ORD187,2024-10-23 08:20:03,P3560,First Aid Product 3560,First Aid,1,54.54,0.0,24.83,C13031,Dammam,E048,Web,Completed
ORD188,2024-09-04 08:29:13,P3676,Medical Devices Product 3676,Medical Devices,3,505.59,0.0,224.19,C2471,Riyadh,E016,Web,Completed
ORD189,2025-05-23 11:47:04,P4889,Wellness Product 4889,Wellness,3,102.93,15.73,57.92999999999999,C1788,Jeddah,E002,Mobile,Completed
